Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl_prop[1]	bl_prop[2]	bl_prop[3]	bl_prop[4]	bl_prop[5]	bl_prop[6]	bl_prop[7]	bl_prop[8]	bl_prop[9]	bl_prop[10]	bl_prop[11]	bl_prop[12]	bl_prop[13]	bl_prop[14]	bl_prop[15]	bl_prop[16]	bl_prop[17]	bl_prop[18]	bl_prop[19]	bl_prop[20]	bl_prop[21]	bl_prop[22]	bl_prop[23]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	rate_mult[1]	rate_mult[2]	rate_mult[3]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tl
3950	-2416.57	-2448.23	31.6578	0.151976	0.17553	0.327218	0.317106	0.180146	0.0011692	0.00514962	0.00824009	0.0048695	0.0111122	0.00136726	0.0030141	0.000475929	0.00089281	0.00180184	0.000414921	0.00587013	0.00402971	0.000401647	0.00117353	0.00250274	0.000490102	0.000193092	0.000694786	0.00319713	0.00374528	0.00444913	0.000377707	0.0178144	0.0784615	0.125549	0.0741935	0.169309	0.020832	0.045924	0.00725142	0.0136032	0.0274535	0.00632189	0.0894395	0.0613982	0.00611964	0.0178804	0.0381326	0.00746737	0.00294202	0.010586	0.0487126	0.0570645	0.0677886	0.00575488	0.0746079	0.341789	0.0431034	0.0611778	0.386587	0.0927349	1	0.555964	1.64582	5.9838e-05	0.0114244	0.247778	3.74074	0.06563244
3960	-2416.01	-2448.16	32.1574	0.1174745	0.178244	0.332277	0.322009	0.167471	0.00139747	0.00813804	0.00627036	0.00783396	0.00666119	0.00119181	0.00402635	0.00182323	0.00189509	0.000539785	0.00166893	0.0105274	0.00217689	0.00111723	0.000746152	0.00217564	0.00012298	3.70198e-05	0.00183703	0.00521207	0.00750361	0.00708665	0.00063972	0.0173321	0.100932	0.0777684	0.0971611	0.0826157	0.0147815	0.049937	0.0226127	0.023504	0.00669471	0.020699	0.130566	0.0269989	0.0138565	0.00925419	0.0269835	0.00152526	0.00045914	0.0227839	0.064643	0.0930639	0.0878926	0.00793416	0.0993834	0.24814	0.0828142	0.0933551	0.345227	0.131081	1	0.623111	1.60551	4.12848e-06	0.00301359	0.143409	3.85357	0.08062859
3970	-2418.58	-2447.27	28.6841	0.2168919	0.170691	0.337894	0.325602	0.165813	0.00521836	0.0051099	0.00349561	0.00458124	0.00546342	0.00102917	0.000773571	0.00110881	0.000880983	0.00118566	0.000598871	0.00373659	0.00267665	0.00186343	0.000654295	0.00230056	0.000173649	9.5778e-05	0.00109607	0.00511502	0.00368834	0.00616104	0.000405677	0.0908921	0.089003	0.0608857	0.079795	0.0951604	0.0179259	0.0134739	0.019313	0.0153447	0.0206515	0.010431	0.065083	0.0466213	0.0324567	0.0113963	0.0400705	0.00302458	0.00166824	0.0190911	0.0890921	0.0642426	0.107311	0.00706598	0.120973	0.355204	0.0958109	0.11784	0.222373	0.0877999	1	0.388761	2.47881	0.000909382	0.0440533	0.426292	3.52875	0.0574127
3980	-2413.33	-2445.43	32.0989	0.01766036	0.193048	0.328188	0.319902	0.158863	0.00198459	0.0061951	0.00559756	0.00702307	0.0117395	0.000941851	0.00111821	0.001367	0.000912831	0.00129256	0.00127798	0.0102143	0.00472529	0.00139896	0.000958808	0.00337256	0.000197928	0.000128722	0.00111603	0.00337051	0.00584803	0.00473573	0.000333174	0.0261645	0.0816752	0.0737974	0.0925911	0.154772	0.0124172	0.0147424	0.0180224	0.0120346	0.0170409	0.0168487	0.134664	0.0622975	0.0184436	0.0126408	0.0444633	0.00260946	0.00169705	0.0147136	0.0444363	0.0770996	0.0624351	0.00439251	0.115932	0.251815	0.0319392	0.0723676	0.425506	0.102439	1	0.369716	1.75009	4.53863e-35	1.00804e-17	1.41436e-07	4	0.07585038
3990	-2418.4	-2449.28	30.8807	0.1275102	0.158095	0.344549	0.340719	0.156637	0.00204289	0.00269695	0.00818212	0.00563156	0.0061269	0.000541473	0.00142869	0.000815767	0.0026375	0.000110093	0.000213025	0.00520066	0.00519395	0.00162353	0.000326274	0.000706337	6.42793e-05	0.000947654	0.00237923	0.00285654	0.00594888	0.00351445	0.000577415	0.0341814	0.0451251	0.136902	0.0942266	0.102514	0.00905985	0.0239047	0.0136493	0.0441303	0.00184207	0.00356431	0.0870168	0.0869045	0.0271647	0.00545918	0.0118183	0.00107551	0.015856	0.0398089	0.0477953	0.099536	0.0588034	0.00966124	0.0946428	0.391239	0.118922	0.0388567	0.274846	0.0814929	1	0.41803	1.93502	1.04346e-05	0.00478566	0.173507	3.8217	0.05976617
4000	-2416.03	-2446.77	30.7376	0.04559234	0.183538	0.348333	0.309772	0.158357	0.00130717	0.00397009	0.00211438	0.0036626	0.00623425	0.00158223	0.000869872	0.000867309	0.00199693	0.000109837	0.00010569	0.00480795	0.00270385	0.000441732	0.000207928	0.00186954	0.000153361	0.000646642	0.000465763	0.00273716	0.00564936	0.00273659	0.000253027	0.0287332	0.0872676	0.0464767	0.0805087	0.137037	0.0347794	0.0191209	0.0190646	0.043895	0.00241435	0.0023232	0.105685	0.0594342	0.00970985	0.00457051	0.0410949	0.00337108	0.014214	0.0102381	0.0601662	0.12418	0.0601538	0.00556187	0.0954133	0.449772	0.0592729	0.0380904	0.315141	0.0423096	1	1.05759	2.44915	3.47217e-14	2.78148e-07	0.00303985	3.99696	0.04549325
4010	-2422.68	-2455.21	32.5258	0.02171737	0.166328	0.3165	0.365105	0.152068	0.000649836	0.0042244	0.00308932	0.00688256	0.0107098	0.000220961	0.00272841	0.000452155	0.000191384	0.000152476	0.000804284	0.00567676	0.00335145	0.00203683	0.00010723	0.00120697	0.000290817	0.000376497	0.00240117	0.00220287	0.00505527	0.00805314	0.00270001	0.0102232	0.0664584	0.0486012	0.108277	0.168487	0.00347616	0.0429235	0.00711331	0.00301086	0.00239875	0.012653	0.0893069	0.0527251	0.0320434	0.00168695	0.018988	0.00457514	0.00592306	0.0377752	0.0346556	0.0795297	0.126692	0.0424766	0.107197	0.234807	0.0379418	0.0802946	0.438724	0.101035	1	0.627547	1.88379	1.05964e-28	1.53972e-14	2.96378e-06	4	0.06356462
4020	-2415.93	-2447.58	31.6485	0.01320997	0.171202	0.325775	0.332042	0.170982	0.00101183	0.0103549	0.00283672	0.00231713	0.00742758	0.00421492	0.00181529	0.000476831	0.00338032	0.000422107	0.000230135	0.00431567	0.000801759	0.00198523	0.000159038	0.000482123	0.000234276	0.00031318	0.000358311	0.00235354	0.00379083	0.0026686	0.000871728	0.0191554	0.196034	0.0537033	0.0438666	0.140615	0.0797947	0.0343661	0.00902712	0.0639945	0.00799111	0.0043568	0.081702	0.0151785	0.0375833	0.00301082	0.0091273	0.0044352	0.00592897	0.00678336	0.0445561	0.071766	0.0505205	0.0165031	0.107249	0.41314	0.0512318	0.0619095	0.299529	0.0669401	1	0.497163	2.24555	1.48636e-46	1.82493e-23	5.85485e-10	4	0.05282209
4030	-2413.94	-2444.67	30.7282	0.0450169	0.18229	0.322727	0.340619	0.154364	0.00154872	0.0064375	0.00409828	0.00473258	0.00766568	0.000437249	0.00115486	0.000203937	0.00120482	0.000555982	0.000286858	0.00453992	0.00172726	0.00383634	0.000419313	0.000554691	0.000608365	0.000966831	0.000181432	0.00536362	0.00436088	0.00186016	0.0013012	0.0286554	0.11911	0.0758289	0.087565	0.141835	0.00809025	0.0213678	0.00377337	0.0222923	0.0102871	0.00530762	0.0840003	0.0319589	0.0709822	0.00775837	0.0102632	0.0112563	0.0178889	0.00335696	0.0992408	0.0806876	0.0344178	0.0240755	0.0768124	0.352796	0.0773891	0.119722	0.290215	0.0830648	1	0.442605	2.4484	2.35421e-14	2.29044e-07	0.00280448	3.9972	0.05404648
4040	-2416.91	-2449.03	32.1123	0.06004556	0.182281	0.334243	0.329119	0.154357	0.00427473	0.00774477	0.00509871	0.00898887	0.0135833	0.00185621	0.000465867	0.000236025	0.00172131	0.000413023	0.000304531	0.00458475	0.00305942	0.00156285	0.00106016	0.000991155	0.00065212	0.0014873	0.000198317	0.00288961	0.00398355	0.00321954	0.00125813	0.0613884	0.111221	0.0732213	0.129087	0.195066	0.0266566	0.0066902	0.0033895	0.0247193	0.00593132	0.00437329	0.0658405	0.0439356	0.0224437	0.0152247	0.0142337	0.00936493	0.0213587	0.00284798	0.041497	0.0572069	0.0462351	0.0180677	0.0568827	0.391467	0.181874	0.0524653	0.23841	0.0789007	1	0.678403	1.90517	5.2254e-11	1.07773e-05	0.0138651	3.98612	0.06963421
4050	-2408.59	-2440.12	31.5308	0.08519859	0.17997	0.334377	0.333254	0.152399	0.00255547	0.00429611	0.0072399	0.00535058	0.00416714	0.00111982	0.000864154	0.000762072	0.00243829	0.000191626	0.000358973	0.00387557	0.00321215	0.000681655	0.000559484	0.00111545	0.00063255	0.000869449	0.000165571	0.0052874	0.00477845	0.0043534	0.000794952	0.0459038	0.0771707	0.13005	0.0961121	0.074854	0.0201152	0.0155227	0.013689	0.0437989	0.00344216	0.00644821	0.0696166	0.0576996	0.0122445	0.01005	0.0200367	0.0113624	0.0156178	0.00297414	0.0949771	0.0858349	0.0781997	0.0142797	0.0864006	0.474755	0.0316827	0.0700831	0.276054	0.0610249	1	0.543746	2.00894	4.74786e-08	0.000324172	0.0569618	3.94271	0.05567023
4060	-2418.87	-2449.9	31.0238	0.07239303	0.180563	0.337395	0.305173	0.17687	0.00303958	0.00288861	0.00385018	0.00664987	0.00808493	0.0010194	0.00103454	0.000530472	0.00253458	0.000223597	0.000194669	0.00460431	0.00439859	0.0044002	0.000917768	0.00388924	0.00118845	0.00058478	5.02533e-05	0.00100373	0.00384306	0.00384798	0.00262825	0.0494989	0.0470404	0.0626993	0.108292	0.131661	0.0166008	0.0168473	0.00863861	0.0412751	0.00364123	0.00317015	0.0749801	0.07163	0.0716563	0.0149456	0.0633354	0.0193537	0.009523	0.000818364	0.0163455	0.0625834	0.0626635	0.0428005	0.121228	0.287572	0.13164	0.0897748	0.324212	0.0455726	1	0.440137	2.17202	2.67551e-09	7.70377e-05	0.0313709	3.96855	0.06140705
4070	-2414.32	-2445.47	31.146	0.09912514	0.179055	0.330745	0.314808	0.175393	0.00303889	0.00876953	0.00304739	0.00992487	0.0054473	0.00123921	0.00439082	0.000531019	0.00307732	0.00060183	0.000176496	0.00564789	0.0040056	0.0019675	0.000971907	0.000679155	0.00116679	0.00278186	0.000174262	0.00830801	0.00678709	0.00489934	0.000737395	0.0387755	0.111897	0.0388839	0.126639	0.0695062	0.015812	0.0560258	0.00677566	0.0392658	0.0076792	0.00225205	0.0720656	0.0511104	0.0251048	0.0124013	0.00866584	0.0148879	0.0354958	0.00222354	0.106008	0.0866015	0.0625144	0.00940897	0.107176	0.309588	0.0677561	0.0585772	0.398272	0.0586314	1	0.36713	1.80643	4.65949e-07	0.00101427	0.0914131	3.90757	0.07837147
4080	-2414.5	-2446.25	31.7525	0.08861039	0.186577	0.327714	0.311923	0.173786	0.00403323	0.0080587	0.00396646	0.00633029	0.00568348	0.00163764	0.000882835	0.00313663	0.00143293	0.000593103	0.000447518	0.0050178	0.0022528	0.00597777	0.000272632	0.0011494	0.000792077	0.000343881	0.000388545	0.00471757	0.00771761	0.00296972	0.000800836	0.0587905	0.117468	0.0578172	0.0922736	0.0828454	0.0238711	0.0128687	0.0457212	0.0208871	0.00864538	0.00652326	0.0731421	0.0328381	0.0871351	0.00397403	0.0167543	0.0115457	0.0050126	0.00566363	0.0687657	0.112496	0.0432882	0.0116734	0.0767454	0.327507	0.0485182	0.0720492	0.384214	0.0909664	1	0.498391	1.84355	8.87859e-08	0.000443168	0.0648524	3.9347	0.06860347
4090	-2417.56	-2450.07	32.5086	0.03310448	0.167246	0.330139	0.31312	0.189496	0.00446902	0.00942913	0.000620438	0.00503058	0.00978515	0.00227322	0.00232764	0.000570214	0.00216536	0.000161137	0.000459285	0.00506945	0.00522349	0.00537173	0.00170385	0.00175745	0.000650362	0.000172924	0.000227861	0.00758781	0.00548999	0.00522202	0.0027861	0.0568909	0.120033	0.00789822	0.0640396	0.124566	0.0289382	0.029631	0.00725885	0.0275651	0.00205129	0.00584672	0.0645345	0.0664954	0.0683824	0.0216902	0.0223724	0.00827915	0.00220133	0.00290068	0.0965933	0.069888	0.0664767	0.0354672	0.116957	0.296983	0.0823917	0.115545	0.345468	0.0426554	1	0.498622	1.74935	3.63204e-19	9.00558e-10	0.00028176	3.99972	0.07855422
4100	-2419.53	-2449.56	30.0324	0.08288156	0.187399	0.331127	0.31797	0.163504	0.0032961	0.00704715	0.000865083	0.0118806	0.00950126	0.000570105	0.00119491	0.000524709	0.00138666	0.000231234	0.00238209	0.00523547	0.00412352	0.00600622	0.000641303	0.00449216	0.000531372	4.17174e-05	0.000199757	0.00836716	0.00462488	0.00412216	0.000252124	0.0425206	0.0909101	0.0111598	0.153263	0.122569	0.00735451	0.0154147	0.00676889	0.0178882	0.00298298	0.0307296	0.067539	0.0531945	0.0774819	0.00827298	0.05795	0.00685484	0.000538165	0.00257692	0.107939	0.0596622	0.053177	0.00325247	0.165042	0.243958	0.0447568	0.0606361	0.418679	0.0669272	1	0.376191	2.43671	3.01377e-08	0.000258326	0.0518395	3.9479	0.07751775
4110	-2408.18	-2439.87	31.6869	0.01028734	0.188471	0.33194	0.31979	0.159799	0.00259685	0.0049896	0.00105145	0.0122962	0.00875699	0.000951297	0.000633645	0.000570733	0.00164101	0.000227043	0.000102673	0.00701754	0.00134806	0.00511879	0.00155147	0.00227278	0.000337572	2.02767e-05	0.000555784	0.00420402	0.00607282	0.00560687	0.000148092	0.0381489	0.0732993	0.0154463	0.180636	0.128644	0.0139749	0.00930851	0.00838431	0.0241071	0.00333535	0.0015083	0.103091	0.0198035	0.0751972	0.0227918	0.0333881	0.00495907	0.000297874	0.00816471	0.0617588	0.0892122	0.0823672	0.00217553	0.106412	0.39653	0.0743179	0.0657452	0.291932	0.0650627	1	0.454297	2.17753	1.67565e-59	6.12895e-30	1.20435e-12	4	0.06807159
4120	-2412.12	-2444.02	31.9014	0.03817619	0.181102	0.345578	0.307285	0.166036	0.00246843	0.00723866	0.00339435	0.00790599	0.00715538	0.00133661	0.00027825	0.000791483	0.00464248	0.000188309	2.62118e-05	0.00522328	0.00329156	0.00522797	0.00187346	0.00157677	0.00116544	0.000102262	0.00111883	0.00443988	0.00173256	0.0055622	6.4648e-05	0.0369497	0.108355	0.0508098	0.118344	0.107108	0.0200077	0.00416511	0.0118477	0.069493	0.00281879	0.000392362	0.0781869	0.0492712	0.0782571	0.0280438	0.0236026	0.0174454	0.00153076	0.0167477	0.0664603	0.0259345	0.0832602	0.000967712	0.106987	0.329502	0.102755	0.0600503	0.335497	0.0652088	1	0.483753	1.99099	9.45963e-17	1.45273e-08	0.00089316	3.99911	0.06680501
4130	-2414.2	-2446.46	32.2558	0.07025643	0.18262	0.324486	0.33492	0.157975	0.00476007	0.014106	0.00366491	0.00839384	0.00732629	4.80873e-05	0.000484625	0.00132215	0.00306223	0.000398244	0.000107902	0.00443608	0.00362785	0.00598052	0.00216267	0.00328814	0.00106222	0.000344747	0.00113987	0.00240311	0.00233341	0.0104619	0.00061807	0.0583822	0.17301	0.0449501	0.10295	0.0898568	0.000589789	0.00594391	0.0162161	0.0375581	0.00488445	0.00132341	0.0544084	0.0444955	0.073351	0.0265251	0.0403289	0.0130282	0.00422832	0.0139805	0.0294741	0.0286193	0.128315	0.00758061	0.0981625	0.344528	0.0718634	0.0901524	0.366927	0.0283673	1	0.486364	1.67801	1.495e-09	5.75968e-05	0.0278029	3.97214	0.08153297
4140	-2414.83	-2447.81	32.9747	0.04846258	0.165633	0.347971	0.336009	0.150387	0.00343258	0.0053149	0.0058444	0.00771168	0.0096993	0.00101171	0.000249315	0.00119994	0.000692155	0.000565668	0.00164918	0.0099812	0.00290732	0.00360222	0.00162006	0.00374306	0.00220715	0.000741768	0.00107645	0.00770994	0.00531801	0.00662357	0.000385281	0.041214	0.0638144	0.070172	0.0925918	0.116457	0.0121473	0.00299345	0.0144073	0.00831049	0.00679181	0.0198012	0.119841	0.0349073	0.0432508	0.0194515	0.0449418	0.0265005	0.00890619	0.0129247	0.0925709	0.0638517	0.0795272	0.00462595	0.0877256	0.343602	0.0748893	0.0500042	0.379501	0.0642787	1	0.495874	1.45178	2.1013e-13	6.84091e-07	0.00441587	3.99558	0.08328685
4150	-2412.15	-2444.61	32.4569	0.04174552	0.167291	0.34478	0.325534	0.162394	0.00438078	0.00793144	0.00426287	0.00855539	0.011503	0.00138566	0.000292356	0.000739203	0.00226005	0.000808295	0.00111566	0.00422655	0.00455085	0.00123473	0.00165246	0.00279392	0.00153444	0.000566521	0.00331961	0.00612268	0.00500472	0.00544102	0.000379364	0.0547176	0.0990668	0.0532449	0.10686	0.143677	0.0173074	0.00365164	0.00923294	0.0282289	0.0100959	0.0139351	0.0527913	0.0568419	0.0154222	0.0206399	0.0348971	0.0191657	0.00707607	0.0414633	0.0764747	0.0625109	0.0679604	0.00473841	0.111308	0.425721	0.049574	0.0537349	0.300131	0.0595302	1	0.4938	1.72709	2.10875e-15	6.85692e-08	0.00170034	3.9983	0.08006156
4160	-2418.69	-2450.33	31.646	0.06987348	0.194386	0.336194	0.324664	0.144756	0.00147072	0.00325983	0.00667824	0.00203395	0.00584598	0.000485402	0.00177321	0.000937419	0.00287695	0.000539104	0.000223651	0.00382317	0.00148007	0.000452103	0.000899871	0.00169629	0.000878757	0.00292382	0.000382365	0.00291334	0.0050005	0.00145597	0.00017607	0.0305086	0.0676218	0.138533	0.0421922	0.121269	0.0100692	0.0367834	0.0194458	0.0596793	0.0111832	0.00463942	0.0793077	0.0307026	0.00937841	0.0186669	0.0351878	0.0182289	0.0606517	0.00793177	0.0604342	0.10373	0.0302027	0.00365238	0.0650608	0.382223	0.0586147	0.0665004	0.285829	0.141772	1	0.571403	2.0466	1.34184e-09	5.45686e-05	0.0271864	3.97276	0.0482068
4170	-2414.5	-2445.92	31.4121	0.06746081	0.171838	0.349229	0.331243	0.14769	0.00408477	0.00780544	0.00624166	0.00824791	0.0134536	0.000284588	0.001103	0.000524892	0.00136927	0.00100584	0.000562691	0.00649331	0.00264122	0.000272179	0.00211759	0.00181295	0.00138456	0.00530309	0.000445343	0.00660588	0.00392326	0.00575503	0.000561198	0.0498147	0.0951891	0.0761185	0.100585	0.16407	0.00347061	0.0134513	0.00640117	0.0166985	0.0122664	0.00686214	0.0791873	0.0322103	0.00331929	0.0258245	0.0221094	0.0168851	0.0646724	0.00543106	0.0805602	0.047845	0.0701839	0.00684393	0.0536822	0.399756	0.118937	0.114687	0.254012	0.0589258	1	0.420713	1.97221	6.60263e-10	3.82858e-05	0.023467	3.97649	0.08199932
4180	-2416.61	-2447.56	30.9546	0.09660961	0.189716	0.334087	0.313142	0.163055	0.00260542	0.00735538	0.00324491	0.00571271	0.00638844	0.000472575	0.000722629	0.000216213	0.00260851	0.00184798	0.00168789	0.00510723	0.00253587	0.00121713	0.00167288	0.00127473	0.000627118	0.00124135	0.000695034	0.00123099	0.00903739	0.0041721	0.000878332	0.0416514	0.117587	0.0518746	0.0913263	0.102129	0.00755482	0.0115523	0.00345649	0.041701	0.0295428	0.0269834	0.0816467	0.0405396	0.0194577	0.0267435	0.0203785	0.0100254	0.0198448	0.0111112	0.0196792	0.144476	0.0666972	0.0140414	0.0605653	0.362112	0.0419332	0.0692784	0.315989	0.150123	1	0.749746	2.27096	3.23865e-07	0.000845798	0.0847855	3.91437	0.06255282
4190	-2416.06	-2448.09	32.0278	0.1085993	0.188536	0.33436	0.314404	0.1627	0.00221208	0.00773139	0.00304876	0.00286678	0.00870434	0.00208202	0.000924613	0.000664279	0.0010351	0.00110409	0.000875613	0.00493834	0.00484369	0.00719285	0.00167817	0.000643327	0.00104292	0.00175966	0.000666216	0.00238235	0.00459095	0.00249878	0.000744015	0.0344398	0.12037	0.047466	0.0446328	0.135518	0.0324148	0.0143953	0.0103421	0.0161154	0.0171896	0.0136324	0.0768848	0.0754112	0.111985	0.0261274	0.0100159	0.0162371	0.0273961	0.0103723	0.0370908	0.0714763	0.0389035	0.0115835	0.11421	0.423833	0.0754466	0.0581364	0.301563	0.0268119	1	0.795036	1.69819	1.576e-06	0.00186365	0.11759	3.88055	0.06423033
4200	-2415.56	-2448.12	32.5611	0.02788984	0.181496	0.337457	0.324421	0.156625	0.000848936	0.00920035	0.00213114	0.00449914	0.0041986	0.00109283	0.00335862	0.00141728	0.00201704	0.00224272	0.000806804	0.00440581	0.00252226	0.00407094	0.00186831	0.0020073	0.000352433	0.00247986	0.000730751	0.00550944	0.00104015	0.00587358	0.000988025	0.013335	0.144518	0.0334758	0.0706719	0.065951	0.017166	0.0527568	0.0222625	0.0316834	0.0352284	0.0126732	0.069206	0.0396194	0.0639459	0.0293472	0.0315305	0.00553598	0.0389533	0.0114785	0.0865416	0.0163385	0.0922614	0.0155198	0.0942586	0.379673	0.0375107	0.097887	0.277341	0.11333	1	0.484325	1.7316	1.44586e-22	1.7976e-11	5.55397e-05	3.99994	0.06366233
4210	-2411.54	-2444	32.4582	0.01360713	0.183114	0.330208	0.317453	0.169225	0.00296683	0.00637867	0.00461389	0.00695709	0.00508728	0.000524515	0.000761868	0.00223875	0.0018207	0.000629228	0.000555046	0.00470527	0.00133826	0.00498733	0.00128623	0.00114306	0.000728094	0.00157937	0.00116997	0.00404338	0.00111073	0.00430957	0.00146058	0.0491231	0.105615	0.0763944	0.115192	0.0842325	0.00868465	0.0126146	0.037068	0.0301462	0.0104184	0.00919016	0.0779073	0.0221582	0.0825776	0.0212967	0.0189261	0.0120554	0.0261503	0.0193718	0.0669482	0.0183909	0.0713556	0.0241835	0.107287	0.30552	0.0570134	0.0852257	0.343583	0.101372	1	0.600488	1.94412	3.17952e-45	8.44013e-23	1.10546e-09	4	0.06039571
4220	-2417.93	-2448.88	30.9436	0.05395875	0.20988	0.320307	0.320727	0.149085	0.00177629	0.00446643	0.00406946	0.00633316	0.00713966	0.00104582	0.00154444	0.00120284	0.0025436	5.45205e-05	0.000552259	0.00638958	0.000939613	0.00794861	0.000402495	0.0027739	0.000532967	0.00173911	0.000364567	0.00446363	0.00130367	0.00742272	0.00139571	0.0267494	0.0672603	0.0612824	0.0953716	0.107517	0.0157491	0.0232578	0.0181137	0.0383044	0.000821029	0.00831652	0.0962214	0.0141497	0.119699	0.0060612	0.0417724	0.00802601	0.0261895	0.00549005	0.0672182	0.0196321	0.111779	0.0210181	0.0644432	0.396602	0.0809204	0.0952737	0.311628	0.0511331	1	0.589098	2.46466	3.86809e-12	2.93372e-06	0.00807969	3.99192	0.06640505
4230	-2413.38	-2445.11	31.7296	0.03062014	0.178149	0.34665	0.324003	0.151198	0.00307779	0.00696776	0.00382484	0.0112395	0.00675567	0.00104799	0.00155674	0.00178079	0.00359721	0.000126314	0.000240258	0.00390828	0.000991036	0.0048736	0.00166064	0.00166314	0.000796187	0.000458986	0.000195778	0.00214369	0.000577047	0.00804933	0.00161003	0.0458396	0.103776	0.0569659	0.167397	0.100617	0.0156084	0.0231856	0.0265225	0.0535757	0.00188128	0.00357832	0.0582087	0.0147602	0.0725858	0.024733	0.0247703	0.0118582	0.00683599	0.00291585	0.0319274	0.00859434	0.119884	0.0239793	0.0979062	0.403927	0.0515463	0.0809645	0.312449	0.053207	1	0.60075	2.20618	1.21556e-20	1.64785e-10	0.000139267	3.99986	0.0671426
4240	-2409.06	-2440.56	31.4935	0.0133947	0.179871	0.35	0.31747	0.152659	0.00124533	0.003167	0.00567199	0.00767145	0.00835143	0.000392894	0.00136758	0.000946826	0.00245386	0.000111887	0.000456725	0.00511485	0.00371466	0.00965626	0.00106404	0.000627958	0.000868242	0.000137969	0.000112184	0.00392664	0.0067884	0.00899969	0.00129181	0.0167971	0.0427167	0.0765041	0.103473	0.112644	0.00529938	0.018446	0.0127708	0.0330978	0.00150914	0.00616033	0.0689894	0.0501035	0.130244	0.0143519	0.00846993	0.0117109	0.00186094	0.00151315	0.0529627	0.0915623	0.121388	0.017424	0.0539506	0.365408	0.0566181	0.0827843	0.296956	0.144283	1	0.365997	2.04136	6.31943e-46	3.76284e-23	7.90572e-10	4	0.07413969
4250	-2409.57	-2441.68	32.1067	0.0727321	0.183763	0.347987	0.312851	0.155399	0.00288003	0.00949374	0.00849016	0.018194	0.00947615	0.00159844	0.00382197	0.00160968	0.00236845	5.78179e-05	0.000495601	0.00492172	0.00338362	0.0074747	0.000561019	0.00130117	0.00228511	0.000594197	0.00116443	0.0059315	0.00213096	0.00489848	0.00184107	0.0303244	0.0999614	0.0893946	0.191568	0.0997762	0.0168303	0.0402423	0.0169487	0.0249379	0.000608776	0.00521828	0.0518218	0.0356268	0.0787026	0.00590708	0.0137003	0.0240603	0.00625641	0.0122605	0.0624539	0.0224373	0.051577	0.019385	0.0596595	0.388362	0.030278	0.0595532	0.387163	0.0749845	1	0.422886	1.62638	2.92518e-09	8.05498e-05	0.0319569	3.96796	0.09497404
4260	-2407.55	-2439.67	32.1241	0.07144874	0.158553	0.34766	0.330889	0.162898	0.00171485	0.00660528	0.00453199	0.00620672	0.00979144	0.000653752	0.000691786	0.000668454	0.00151559	0.000581728	0.000363485	0.00671614	0.00249744	0.0114783	0.000219526	0.00129783	0.000860441	0.000695737	0.000683897	0.00910068	0.000738217	0.00526061	0.000968333	0.0232232	0.0894513	0.061374	0.0840538	0.132599	0.00885337	0.00936843	0.00905247	0.0205247	0.00787799	0.00492246	0.0909527	0.0338213	0.155443	0.00297291	0.0175757	0.0116524	0.00942195	0.0092616	0.123245	0.00999723	0.0712412	0.0131135	0.117345	0.321122	0.0305257	0.0735293	0.414751	0.0427266	1	0.472783	1.71544	2.07759e-09	6.78913e-05	0.0297673	3.97016	0.07384219
4270	-2408.85	-2439.87	31.0152	0.009275197	0.17658	0.338405	0.326454	0.158562	0.00165087	0.00329182	0.00306618	0.0133137	0.00613055	0.000406711	0.00339114	0.000795648	0.00119167	0.000548	0.000153961	0.00625711	0.00540555	0.0053343	0.000461214	0.00145365	0.00142898	0.000655968	0.000171347	0.00667469	0.000661422	0.00339041	0.000247635	0.0249819	0.0498137	0.0463993	0.201471	0.0927712	0.00615459	0.0513168	0.0120402	0.018033	0.00829266	0.00232983	0.0946863	0.0818	0.0807218	0.00697937	0.0219974	0.0216241	0.00992649	0.00259293	0.101005	0.010009	0.0513057	0.00374736	0.0778231	0.505032	0.0236469	0.0443084	0.303192	0.0459981	1	0.488858	2.55703	6.88423e-66	3.92881e-33	5.69548e-14	4	0.06608251
4280	-2406.28	-2438.91	32.6327	0.0009544786	0.166487	0.342553	0.330455	0.160505	0.00302031	0.00896621	0.00565254	0.00696785	0.00535383	0.000619419	0.000784407	0.000379669	0.0018087	0.000266897	0.000169575	0.00564122	0.00243621	0.00462072	0.000351402	0.00164016	0.00264938	0.00129206	0.000617949	0.00480043	0.000445978	0.00868076	0.000257541	0.0447963	0.132984	0.0838367	0.103345	0.0794063	0.00918703	0.0116341	0.00563113	0.0268261	0.00395853	0.00251508	0.0836688	0.0361331	0.0685331	0.00521188	0.0243263	0.0392948	0.0191635	0.00916522	0.0711985	0.0066146	0.12875	0.00381976	0.0805273	0.384761	0.0951562	0.0652084	0.319448	0.0548999	1	0.584985	1.91413	0	4.60725e-316	2.13306e-131	4	0.06742321
